csad,cssd,r_m,r_m_abs,r_m_sqr,stringencyindex_weightedaverage,c6e_stayathomerequirements,D25Upper,D10Upper,D5Upper,populationvaccinated,rolling_deaths,cases
1.652771,.1410748,.282939,.282939,.0943414,.7824,3,1,0,0,0,1.285714,140
2.02626,.1560934,-2.121917,2.121917,4.400367,.7824,3,1,0,0,0,1.428571,117
1.935274,.1486534,-.8079022,.8079022,.6141713,.7824,3,1,0,0,0,1.571429,93
2.378932,.2022709,.8716946,.8716946,.8026475,.7824,3,1,0,0,0,2,97
2.229908,.1769239,.9067401,.9067401,.8666707,.7824,3,1,0,0,0,1.714286,65
1.900438,.157029,-.7654488,.7654488,.5494329,.7824,3,1,0,0,0,1.714286,53
2.017364,.1584305,-1.182571,1.182571,1.341796,.7824,3,1,0,0,0,1.571429,51
2.460483,.1908207,-.4568955,.4568955,.1872156,.7824,3,1,0,0,0,1.571429,44
2.183197,.1738354,1.304511,1.304511,1.765502,.7824,3,1,0,0,0,.8571429,44
1.907216,.1464769,2.074161,2.074161,4.403165,.7824,3,1,0,0,0,.7142857,47
1.889509,.150003,1.187005,1.187005,1.467046,.7824,3,1,0,0,0,.7142857,45
2.468272,.2006058,1.259772,1.259772,1.648613,.7824,3,1,0,0,0,1.142857,28
2.202157,.1746126,1.143623,1.143623,1.363838,.7824,3,1,0,0,0,.8571429,20
2.92287,.2323536,-.9558419,.9558419,.8679354,.6157,1,0,0,0,0,.5714286,31
1.846372,.1542682,-.4116151,.4116151,.1500817,.6157,1,0,0,0,0,.5714286,26
2.268843,.1746534,-1.543166,1.543166,2.307223,.6157,1,0,0,0,0,.2857143,24
1.996153,.1547341,.5190617,.5190617,.2951457,.6157,1,0,0,0,0,.1428571,28
1.851374,.1479788,-2.016786,2.016786,3.970355,.6157,1,0,0,0,0,.1428571,24
1.875627,.1457296,1.474012,1.474012,2.244673,.5602,1,0,0,0,0,.2857143,42
1.671376,.1421012,-1.034766,1.034766,1.02122,.5602,1,0,0,0,0,.4285714,25
1.588761,.1349068,1.59908,1.59908,2.635075,.5602,1,0,0,0,0,.4285714,23
2.160029,.1661212,-2.025503,2.025503,4.00517,.5602,1,0,0,0,0,.2857143,27
1.918722,.1541047,-.0496855,.0496855,.0006489,.5602,1,0,0,0,0,.4285714,20
2.448035,.1891485,-2.204513,2.204513,4.753715,.5602,1,0,0,0,0,.5714286,37
2.200222,.1677653,-1.894695,1.894695,3.49871,.5602,1,0,0,0,0,.4285714,24
1.837332,.145974,-.4452936,.4452936,.1773102,.5602,1,0,0,0,0,.4285714,27
1.610754,.1288878,2.207486,2.207486,4.980475,.5602,1,0,0,0,0,.5714286,20
1.651249,.1356623,.4484778,.4484778,.2234351,.5602,1,0,0,0,0,.4285714,31
2.208872,.1722577,-1.20767,1.20767,1.400574,.5139,1,0,0,0,0,.1428571,30
1.417841,.1208338,.5916284,.5916284,.3792587,.5139,1,0,0,0,0,.1428571,48
1.633654,.136288,.24815,.24815,.0741807,.5139,1,0,0,0,0,.1428571,22
1.398569,.1140456,.4456435,.4456435,.2207636,.5139,1,0,0,0,0,0,17
1.491496,.1139747,-1.854277,1.854277,3.349142,.5139,1,0,0,0,0,0,29
1.480476,.1236601,1.32314,1.32314,1.815356,.5139,1,0,0,0,0,0,16
1.637738,.1288605,-1.153934,1.153934,1.276272,.5139,1,0,0,0,0,0,27
1.942965,.1526843,-1.604163,1.604163,2.496248,.5139,1,0,0,0,0,.1428571,23
1.354968,.118026,.0192663,.0192663,.0018903,.5139,1,0,0,0,0,.1428571,23
1.611276,.1220267,1.732299,1.732299,3.08533,.5139,1,0,0,0,0,.1428571,23
1.39616,.1223159,.1423405,.1423405,.0277395,.4444,1,0,0,0,0,.2857143,18
1.513141,.1312518,.2667525,.2667525,.08466,.4444,1,0,0,0,0,.2857143,17
1.629908,.1343267,-.440242,.440242,.1730815,.5,1,0,0,0,0,.1428571,19
1.275597,.1058219,.7152331,.7152331,.5467781,.5,1,0,0,0,0,.1428571,28
1.341775,.1061199,.2501211,.2501211,.0752583,.5,1,0,0,0,0,.1428571,28
1.201938,.109322,.0290088,.0290088,.0028324,.7824,3,1,0,0,0,0,41
1.513724,.1345807,.159604,.159604,.0337881,.7824,3,1,0,0,0,0,21
1.140736,.0944907,-.1137203,.1137203,.0080119,.7824,3,1,0,0,0,0,33
1.302486,.1163866,-.7987546,.7987546,.5999172,.7824,3,1,0,0,0,0,31
1.859058,.1399454,-1.66955,1.66955,2.70714,.7824,3,1,0,0,0,.4285714,30
1.412529,.1275748,-.5644252,.5644252,.291831,.7824,3,1,0,0,0,.4285714,23
1.277175,.1125488,.9415666,.9415666,.9327272,.7824,3,1,0,0,0,.5714286,29
1.222346,.1033598,-.4603049,.4603049,.1901776,.7824,3,1,0,0,0,.7142857,20
1.31464,.1113534,.8517237,.8517237,.7672622,.7824,3,1,0,0,0,.7142857,18
1.765133,.1397955,1.830655,1.830655,3.440531,.7824,3,1,0,0,0,.2857143,42
1.185591,.1001585,-.3624984,.3624984,.1144381,.7824,3,1,0,0,0,.2857143,25
1.239984,.1070362,-.0383047,.0383047,.0001986,.7824,3,1,0,0,0,.1428571,31
1.052815,.0965512,-.1410853,.1410853,.0136595,.7824,3,1,0,0,0,0,11
1.361246,.1141001,.0966735,.0966735,.0146132,.7824,3,1,0,0,0,0,37
1.576124,.1283177,-.728906,.728906,.4965945,.7824,3,1,0,0,0,.1428571,20
1.601526,.1337646,-.3345364,.3345364,.0963016,.7824,3,1,0,0,0,.1428571,19
1.58931,.1333791,.7525458,.7525458,.6033517,.7824,3,1,0,0,0,.1428571,26
1.56543,.1276388,.6486946,.6486946,.4528024,.7824,3,1,0,0,0,.1428571,33
1.924322,.1655795,-1.095337,1.095337,1.14731,.7824,3,1,0,0,0,.1428571,33
2.147223,.1756047,-.3686921,.3686921,.118667,.6343,1,0,0,0,0,.1428571,18
1.862848,.1466467,-.6420032,.6420032,.3816667,.6343,1,0,0,0,0,.1428571,28
2.018278,.1646221,.1369778,.1369778,.025982,.6343,1,0,0,0,0,0,13
1.772548,.1489718,.2250599,.2250599,.0621362,.6343,1,0,0,0,0,0,33
1.229591,.1129271,.4152577,.4152577,.1931331,.6157,1,0,0,0,0,0,28
1.502966,.1234166,-1.054333,1.054333,1.061152,.6157,1,0,0,0,0,0,32
1.889969,.146252,1.918748,1.918748,3.775092,.6713,3,0,0,0,0,0,35
1.88138,.1642094,.7113867,.7113867,.5411046,.6898,3,0,0,0,0,0,234
1.22851,.10603,.3300613,.3300613,.1255091,.6898,3,0,0,0,0,0,357
1.287332,.1233876,-.4843866,.4843866,.2117613,.6898,3,0,0,0,0,.2857143,258
1.688136,.1396249,-.1312531,.1312531,.0114579,.6898,3,0,0,0,0,.2857143,286
1.483718,.1745737,-.9243761,.9243761,.8102965,.6898,3,0,0,0,0,.4285714,319
1.425563,.1316365,.2936617,.2936617,.1010433,.6898,3,0,0,0,0,1.571429,474
1.588998,.12904,2.082786,2.082786,4.439436,.6898,3,0,0,0,0,2.428571,611
1.380204,.1181986,.2548178,.2548178,.0778573,.6898,3,0,0,0,0,3,558
1.251308,.1226105,.3585922,.3585922,.1465386,.6898,3,0,0,0,0,4.571429,654
1.367178,.1160809,-.3695735,.3695735,.119275,.6898,3,0,0,0,0,6.285714,678
1.434349,.1237089,.1357311,.1357311,.0255816,.6619999,2,0,0,0,0,12.28571,382
1.46331,.160669,.0011353,.0011353,.0006425,.6619999,2,0,0,0,0,13.57143,377
1.404803,.1131288,-.7753707,.7753707,.5642403,.6619999,2,0,0,0,0,14.57143,361
1.434692,.1629339,-.3664163,.3664163,.1171042,.6619999,2,0,0,0,0,14.71429,573
1.395443,.1805463,.130104,.130104,.0238132,.6619999,2,0,0,0,0,15.28571,609
1.421974,.1172801,-.0012195,.0012195,.0005286,.6619999,2,0,0,0,0,21.57143,562
1.478655,.14403,-.3723529,.3723529,.1212025,.6619999,2,0,0,0,0,23.14286,24
1.246401,.1038331,-.0808694,.0808694,.0032101,.6619999,2,0,0,0,0,24.42857,237
1.287658,.1195443,.1413146,.1413146,.0273988,.6619999,2,0,0,0,0,26.28572,289
1.679639,.1345448,-.9552568,.9552568,.8668456,.6991,2,0,0,0,0,27.85714,281
1.520424,.1267511,-1.388463,1.388463,1.861182,.7824,2,1,0,0,0,23.71428,206
1.973816,.1877306,-1.036157,1.036157,1.024035,.7824,2,1,0,0,0,21.71428,156
1.331002,.1244985,.0286933,.0286933,.0027989,.7824,2,1,0,0,0,20.71428,190
1.910076,.2035278,.0618779,.0618779,.0074114,.7824,2,1,0,0,0,19.42857,197
1.617509,.1313344,-.0102256,.0102256,.0001956,.7824,2,1,0,0,0,16,127
1.400946,.12915,.4749536,.4749536,.2491657,.7824,2,1,0,0,0,16.71428,101
1.630716,.1769534,.4069334,.4069334,.1858858,.7824,2,1,0,0,0,16.42857,109
1.444428,.1884749,-.1933363,.1933363,.0286032,.7454,2,0,0,0,0,17.28572,121
1.404174,.1169011,1.148967,1.148967,1.376346,.7454,2,0,0,0,0,15.42857,161
1.649123,.1393058,-.0492781,.0492781,.0006283,.7454,2,0,0,0,0,11.85714,117
1.250344,.1079857,-1.020682,1.020682,.9929546,.7454,2,0,0,0,0,9.428572,81
1.248186,.1115019,.5316188,.5316188,.3089472,.7454,2,0,0,0,0,9.857142,64
2.02731,.1814844,-.68423,.68423,.4356246,.7454,2,0,0,0,0,7.142857,69
1.705884,.1297321,-1.602337,1.602337,2.490482,.6898,2,0,0,0,0,8.142858,72
1.803146,.1762664,-.0064982,.0064982,.0003138,.6898,2,0,0,0,0,8.142858,64
1.58477,.1375509,.212779,.212779,.0561644,.6898,2,0,0,0,0,8,53
1.588416,.1308601,.5479321,.5479321,.3273482,.8194,3,1,1,1,0,9.142858,87
1.60276,.1376107,-.8986247,.8986247,.7645985,.8194,3,1,1,1,0,9.714286,58
1.607832,.1473171,.1901031,.1901031,.0459307,.8194,3,1,1,1,0,8.285714,47
1.847198,.1579421,.7997177,.7997177,.6788591,.8194,3,1,1,1,0,7.571429,59
1.538125,.1389932,.5186037,.5186037,.2946483,.8194,3,1,1,1,0,7.428571,53
1.582429,.1550332,-1.239715,1.239715,1.477448,.8194,3,1,1,1,0,5.857143,53
1.625563,.1382791,.4700357,.4700357,.2442802,.8194,3,1,1,1,0,5.428571,58
1.749434,.1761941,-.2911317,.2911317,.0712465,.8194,3,1,1,1,0,5.857143,54
1.559405,.1285681,-.1340365,.1340365,.0120616,.8194,3,1,1,1,0,4,51
1.293852,.1195859,-.1874966,.1874966,.0266621,.7083,3,0,0,0,0,4,86
1.771607,.1626572,.3521544,.3521544,.1416512,.7083,3,0,0,0,0,3.714286,53
1.772999,.1548615,.5560768,.5560768,.3367344,.7083,3,0,0,0,0,3.571429,81
1.827076,.1496335,-.7776154,.7776154,.5676175,.7083,3,0,0,0,0,3.285714,82
2.098809,.1687484,-2.506874,2.506874,6.163612,.7083,3,0,0,0,0,2.571429,93
2.267371,.1720604,-2.424013,2.424013,5.759048,.7083,3,0,0,0,0,2.428571,82
2.160482,.1578499,-.9860569,.9860569,.9251467,.7083,3,0,0,0,0,2,104
2.054406,.1636099,1.181822,1.181822,1.454517,.7083,3,0,0,0,0,1.285714,70
2.09708,.1717711,-.0177074,.0177074,.0000423,.7083,3,0,0,0,0,.7142857,84
2.214346,.186955,2.079322,2.079322,4.424852,.7083,3,0,0,0,0,.4285714,115
1.862054,.1640274,-.1606275,.1606275,.0186094,.7083,3,0,0,0,0,.4285714,107
1.792435,.1476928,.5605969,.5605969,.3420007,.7083,3,0,0,0,0,.5714286,123
1.578749,.1303007,-.6161343,.6161343,.3503728,.7083,3,0,0,0,0,.5714286,108
1.492079,.1336096,-.1689189,.1689189,.0209403,.7083,3,0,0,0,0,.5714286,141
1.85048,.1505081,1.495048,1.495048,2.308149,.7083,3,0,0,0,0,2.857143,134
1.40403,.1226934,.8157027,.8157027,.7054557,.7083,3,0,0,0,0,3.428571,153
1.590901,.1354498,.1629142,.1629142,.035016,.7083,3,0,0,0,0,3.285714,123
1.660337,.1486097,-.2035026,.2035026,.0321453,.7083,3,0,0,0,54.5,3.571429,98
1.404615,.133649,-.2936118,.2936118,.0725766,.7083,3,0,0,0,54.5,3.714286,110
1.456049,.1313823,.320444,.320444,.1187874,.7083,3,0,0,0,54.5,1.714286,61
1.770712,.1413286,-1.50836,1.50836,2.202698,.7083,3,0,0,0,54.5,1.142857,55
2.087807,.1658898,1.412553,1.412553,2.064293,.7083,3,0,0,0,54.5,1,49
1.881246,.1505355,-.5428403,.5428403,.2689759,.7083,3,0,0,0,54.5,.7142857,60
1.80351,.1488964,-.8683464,.8683464,.7125639,.7083,3,0,0,0,54.5,1.285714,44
1.918109,.1506838,1.274039,1.274039,1.685454,.7083,3,0,0,0,54.5,1,36
1.570735,.130835,.6934387,.6934387,.5150217,.7083,3,0,0,0,54.5,1,46
1.924369,.1553111,.5473167,.5473167,.3266444,.7083,3,0,0,0,54.5,1.142857,33
1.957542,.1655629,-.8559768,.8559768,.6918337,.7083,3,0,0,0,62.38,1.285714,32
1.781803,.1531037,.2074388,.2074388,.0536618,.7083,3,0,0,0,62.38,.8571429,43
2.504241,.1966762,-.0368038,.0368038,.0001586,.7083,3,0,0,0,62.38,.8571429,53
2.210558,.1868286,.8588839,.8588839,.7798573,.7083,3,0,0,0,62.38,.8571429,48
2.640505,.2158956,1.386409,1.386409,1.98985,.7083,3,0,0,0,62.38,.8571429,25
2.124107,.1744505,.8614104,.8614104,.7843259,.7083,3,0,0,0,62.38,.8571429,35
2.074051,.1681088,-.302582,.302582,.0774902,.7083,3,0,0,0,62.38,.7142857,28
1.816087,.1415767,1.520337,1.520337,2.38563,.7083,3,0,0,0,68.01,.4285714,32
1.534569,.1239463,1.235153,1.235153,1.586,.7083,3,0,0,0,68.01,.4285714,54
1.795529,.1503909,.4993244,.4993244,.2740898,.7083,3,0,0,0,68.01,.2857143,37
1.986522,.1656626,.5573465,.5573465,.3382096,.7083,3,0,0,0,68.01,.1428571,39
1.83128,.1496408,.0224386,.0224386,.0021762,.7083,3,0,0,0,68.01,.1428571,25
2.162098,.1682464,.3299141,.3299141,.1254048,.7083,3,0,0,0,68.01,.2857143,66
1.627259,.1292842,-2.204254,2.204254,4.752586,.7083,3,0,0,0,68.01,.4285714,98
1.668033,.1425745,-.3974448,.3974448,.1393031,.7083,3,0,0,0,70.94,.4285714,80
1.78095,.1501869,-1.447705,1.447705,2.026334,.7083,3,0,0,0,70.94,.4285714,86
2.143723,.1680951,.3814559,.3814559,.1645659,.7083,3,0,0,0,70.94,.2857143,96
2.421095,.1933353,.313367,.313367,.1139592,.7639,3,0,0,0,71.69,.1428571,47
1.764854,.1467689,1.070392,1.070392,1.198156,.7639,3,0,0,0,71.69,.2857143,51
2.05286,.1681085,-1.07735,1.07735,1.109101,.7639,3,0,0,0,71.69,.2857143,65
2.756756,.2140107,-1.359274,1.359274,1.782391,.7639,3,0,0,0,71.69,.1428571,51
1.936483,.1559916,.7684546,.7684546,.6283193,.7639,3,0,0,0,73.49,.2857143,43
2.041026,.1605333,-1.808897,1.808897,3.185102,.7639,3,0,0,0,73.49,.2857143,53
1.463188,.1178642,.6038324,.6038324,.394439,.7639,3,0,0,0,73.49,.1428571,38
2.28405,.1916334,1.056007,1.056007,1.166873,.7639,3,0,0,0,73.49,.2857143,34
1.812033,.1511843,-.0076188,.0076188,.0002753,.7639,3,0,0,0,73.49,.4285714,32
1.671899,.1292949,-1.576,1.576,2.408047,.7639,3,0,0,0,73.49,.2857143,30
1.680143,.1415088,.2789207,.2789207,.0918891,.7639,3,0,0,0,73.49,.2857143,30
1.513715,.1305543,-.205329,.205329,.0328036,.7639,3,0,0,0,73.49,.2857143,28
1.464456,.1199534,-.1185839,.1185839,.0089062,.7639,3,0,0,0,73.49,.2857143,19
1.837567,.1532117,-.0168115,.0168115,.0000548,.7639,3,0,0,0,73.49,0,28
1.43391,.1206051,.7589331,.7589331,.6133152,.7083,3,0,0,0,73.49,0,30
1.53925,.1397275,-.422924,.422924,.1589717,.7083,3,0,0,0,73.49,0,38
1.417036,.1130606,.1995496,.1995496,.050069,.7083,3,0,0,0,73.49,0,29
1.783142,.1480256,-.2812143,.2812143,.0660505,.7083,3,0,0,0,73.49,0,51
1.664152,.1390078,.2554409,.2554409,.0782054,.7083,3,0,0,0,74.87,0,47
1.535257,.1321673,-.266696,.266696,.0587988,.7083,3,0,0,0,74.87,.1428571,55
1.723057,.1451004,-1.439613,1.439613,2.003361,.7083,3,0,0,0,74.87,.1428571,66
1.805822,.1487884,-1.017488,1.017488,.9865977,.7083,3,0,0,0,74.87,.1428571,52
1.893939,.1651542,.7530019,.7530019,.6040605,.7083,3,0,0,0,75.07,.1428571,72
1.985352,.1694761,-.0047421,.0047421,.0003791,.7083,3,0,0,0,75.07,.1428571,99
1.873537,.1498991,-1.298982,1.298982,1.625041,.7083,3,0,0,0,75.07,0,77
1.356081,.1191401,.3170756,.3170756,.1164768,.7083,3,0,0,0,75.07,0,115
1.496919,.1255189,.4833032,.4833032,.2575711,.7083,3,0,0,0,75.07,0,114
1.637051,.1317658,-.904815,.904815,.7754627,.7083,3,0,0,0,75.21,0,87
1.499867,.128546,.2605289,.2605289,.081077,.7083,3,0,0,0,75.21,0,94
1.077771,.0881961,.0171302,.0171302,.0017091,.7083,3,0,0,0,75.21,0,65
1.34646,.1162017,-.2643257,.2643257,.0576549,.7083,3,0,0,0,75.21,.1428571,61
1.687782,.1422674,1.531306,1.531306,2.419634,.7083,3,0,0,0,75.21,.1428571,72
1.260852,.1074187,-.1103433,.1103433,.0074187,.7083,3,0,0,0,75.31,.1428571,110
1.456185,.1237625,-.0177569,.0177569,.0000417,.6528,3,0,0,0,75.31,.1428571,61
1.514891,.1311958,-.4141313,.4141313,.1520375,.6528,3,0,0,0,75.31,.1428571,37
1.171972,.1000449,.2349921,.2349921,.0671864,.6528,3,0,0,0,75.31,0,34
1.31102,.1062103,-.7587329,.7587329,.5395218,.6528,3,0,0,0,75.31,0,43
1.352009,.1124335,1.311313,1.311313,1.783626,.6528,3,0,0,0,75.48,0,31
1.277656,.1085688,.0938937,.0938937,.0139488,.6528,3,0,0,0,75.48,0,49
1.07212,.093123,.135814,.135814,.0256081,.6528,3,0,0,0,75.48,0,25
1.176121,.1009577,.0332353,.0332353,.0033001,.6528,3,0,0,0,75.48,0,35
1.075951,.0991005,-.339412,.339412,.0993514,.6528,3,0,0,0,75.48,0,30
1.038392,.0871768,-.9076067,.9076067,.7803873,.6528,3,0,0,0,75.48,0,29
1.266899,.1139606,-.6733529,.6733529,.4213847,.7083,3,0,0,0,77.88,0,54
1.175271,.1007722,.0840445,.0840445,.0117193,.7083,3,0,0,0,77.88,0,50
1.331595,.1257674,.8038399,.8038399,.6856689,.7083,3,0,0,0,77.88,0,124
1.361975,.1159289,.1807937,.1807937,.0420271,.7083,3,0,0,0,77.88,0,84
1.402249,.1204979,1.050511,1.050511,1.155028,.7083,3,0,0,0,78.9,0,119
1.340753,.1120249,-.2698568,.2698568,.0603417,.7083,3,0,0,0,78.9,0,74
1.58992,.1334738,.7243339,.7243339,.5603201,.7083,3,0,0,0,78.9,0,109
1.491432,.1241773,1.062246,1.062246,1.180389,.7083,3,0,0,0,78.9,0,100
1.478326,.1243884,1.412578,1.412578,2.064365,.7083,3,0,0,0,78.9,0,88
1.182258,.105117,-.7124804,.7124804,.4737143,.7083,3,0,0,0,81.53,0,87
1.481313,.1236142,.3985854,.3985854,.1787571,.7083,3,0,0,0,81.53,0,112
1.308413,.1080118,-.8375387,.8375387,.6615012,.7083,3,0,0,0,81.53,0,83
1.163573,.1073107,-.3132079,.3132079,.083519,.7083,3,0,0,0,81.53,0,82
1.155632,.1111157,.9461901,.9461901,.9416789,.7083,3,0,0,0,81.53,.1428571,85
1.224367,.1060967,-.828886,.828886,.6475012,.7083,3,0,0,0,83.2,.1428571,98
1.70282,.1402527,-1.193698,1.193698,1.367699,.7083,3,0,0,0,83.7,.2857143,116
1.150806,.0975726,1.279975,1.279975,1.700903,.7083,3,0,0,0,83.7,.2857143,99
1.431461,.1175277,.123336,.123336,.0217702,.7083,3,0,0,0,83.7,.2857143,95
1.244534,.1043421,.2693159,.2693159,.0861583,.7917,3,1,1,0,83.7,.1428571,121
1.502087,.1234435,-.4070396,.4070396,.1465574,.7917,3,1,1,0,83.7,.1428571,102
1.34767,.1115993,.2881515,.2881515,.0975706,.7917,3,1,1,0,84.39,0,233
1.368699,.1244521,.1412191,.1412191,.0273672,.7917,3,1,1,0,84.68,0,235
1.312298,.1152444,-.6903392,.6903392,.4437263,.7917,3,1,1,0,84.68,0,222
1.215073,.1009196,.6211306,.6211306,.4164663,.7917,3,1,1,0,84.68,0,233
1.264948,.1163096,.7829998,.7829998,.6515898,.7917,3,1,1,0,84.68,0,232
1.742806,.149036,.5785126,.5785126,.3632762,.7917,3,1,1,0,84.68,0,229
1.775322,.1409533,-.7467691,.7467691,.5220897,.7917,3,1,1,0,84.68,0,164
1.433954,.1191692,-.4421209,.4421209,.1746483,.7917,3,1,1,0,85.07,0,253
1.64988,.1235713,.0869227,.0869227,.0123508,.7917,3,1,1,0,85.27,0,250
1.125009,.095309,.4199885,.4199885,.1973135,.7917,3,1,1,0,85.27,0,249
1.42994,.1167848,-.6780349,.6780349,.4274852,.7917,3,1,1,0,85.27,0,248
1.271739,.1081488,.3444841,.3444841,.1359364,.7917,3,1,1,0,85.27,0,312
1.43999,.1066194,-1.292894,1.292894,1.609557,.7917,3,1,1,0,85.27,0,308
1.449546,.1159244,-1.368366,1.368366,1.806752,.7917,3,1,1,0,85.6,.1428571,280
1.269413,.109978,.5614781,.5614781,.3430322,.7917,3,1,1,0,85.6,.1428571,285
1.389841,.1146685,.9438449,.9438449,.9371329,.7917,3,1,1,0,85.6,.1428571,243
1.431918,.1136031,-.3974826,.3974826,.1393314,.7917,3,1,1,0,85.6,.1428571,171
1.663599,.1367188,.3760614,.3760614,.1602183,.7917,3,1,1,0,85.6,.1428571,135
1.37398,.1128667,-1.360902,1.360902,1.786743,.7917,3,1,1,0,85.87,0,124
1.304732,.113969,-.1850264,.1850264,.0258615,.6435,1,0,0,0,85.87,0,286
1.432616,.1149611,-2.99353,2.99353,8.816851,.6435,1,0,0,0,85.87,0,232
1.294984,.1085412,.7143885,.7143885,.5455298,.6435,1,0,0,0,85.87,0,175
