,date,R_m,CSAD,CSSD,StringencyIndex_WeightedAverage,C6E_Stay at home requirements,PopulationVaccinated,C2E_Workplace closing,C3E_Cancel public events,C4E_Restrictions on gatherings,C5E_Close public transport,C7E_Restrictions on internal movement,C8E_International travel controls
550,20220413,-1.1135713825602849,1.574423546786067,0.1301263848324295,79.17,3.0,87.31,3.0,2.0,4.0,2.0,2.0,2.0
551,20220414,1.2918199280786158,1.3818254038052435,0.11908064454295322,79.17,3.0,87.31,3.0,2.0,4.0,2.0,2.0,2.0
552,20220415,-0.23410667202627114,1.6139353864176524,0.13271615416850793,79.17,3.0,87.31,3.0,2.0,4.0,2.0,2.0,2.0
553,20220418,-0.6067174615876891,1.9018167781501791,0.14637783115703146,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
554,20220419,-0.2725122263343012,1.3531337513662853,0.11104732560580613,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
555,20220420,-1.624578180371089,1.6899239912250776,0.1483282706165318,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
556,20220421,-2.4099051753942513,1.5716469721366824,0.11537287096512253,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
557,20220422,0.3825956011231471,1.584426482639513,0.12393800866039338,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
558,20220425,-5.518527995247303,2.254947736262902,0.16164719094610316,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
559,20220426,-2.105882886550248,2.8155696048371124,0.21392733680662113,79.17,3.0,87.44,3.0,2.0,4.0,2.0,2.0,2.0
560,20220427,2.4455334061029976,2.385511494402777,0.18216043778901475,79.17,3.0,87.62,3.0,2.0,4.0,2.0,2.0,2.0
561,20220428,0.13149166683631686,2.290742642637752,0.17613861463503042,79.17,3.0,87.64,3.0,2.0,4.0,2.0,2.0,2.0
562,20220429,3.408194198468834,2.3834873641547687,0.18579238823643748,79.17,3.0,87.64,3.0,2.0,4.0,2.0,2.0,2.0
563,20220505,0.1524485087608173,2.115992989187347,0.20339967755443908,79.17,3.0,87.74,3.0,2.0,4.0,2.0,2.0,2.0
564,20220506,-2.576094936438784,1.581403215988861,0.1309920023645291,79.17,3.0,87.74,3.0,2.0,4.0,2.0,2.0,2.0
565,20220509,0.11447756708422634,1.5375407494309279,0.1316157495092722,79.17,3.0,87.74,3.0,2.0,4.0,2.0,2.0,2.0
566,20220510,0.8582146233306317,1.256039795929324,0.104391311712538,79.17,3.0,87.74,3.0,2.0,4.0,2.0,2.0,2.0
567,20220511,0.6571455901773836,1.6690810980655846,0.1364249253281165,79.17,3.0,87.74,3.0,2.0,4.0,2.0,2.0,2.0
568,20220512,-0.13528100783550717,1.095945859035869,0.09375006864944906,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
569,20220513,0.9431449550555615,1.359375259999127,0.11737513128636863,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
570,20220516,-0.40368461168383685,1.1959730788677774,0.09470406542553811,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
571,20220517,0.3855461372424725,1.3533367499139988,0.11846550555843051,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
572,20220518,-0.30406605915555346,1.0737456572657114,0.09172026777283976,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
573,20220519,0.2790429991991097,1.3138828006251895,0.11321572586035883,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
574,20220520,1.55334978934146,1.3113921563270472,0.11017759363340833,79.17,3.0,87.85,3.0,2.0,4.0,2.0,2.0,2.0
575,20220523,-0.041377352794946955,1.3555652300764238,0.11474767377186917,79.17,3.0,88.01,3.0,2.0,4.0,2.0,2.0,2.0
576,20220524,-2.750517301642157,1.648671059856889,0.13402996736932432,79.17,3.0,88.01,3.0,2.0,4.0,2.0,2.0,2.0
577,20220525,1.198457047104493,1.2840696700791323,0.12210421663598509,79.17,3.0,88.01,3.0,2.0,4.0,2.0,2.0,2.0
578,20220526,0.9363997085153852,1.3401278172908082,0.11677048535447902,79.17,3.0,88.07,3.0,2.0,4.0,2.0,2.0,2.0
579,20220527,-0.1511385228053147,0.9395100534609324,0.08168171949209564,79.17,3.0,88.07,3.0,2.0,4.0,2.0,2.0,2.0
580,20220530,0.3275497491743718,1.433266289084841,0.12024971791324449,79.17,3.0,88.07,3.0,2.0,4.0,2.0,2.0,2.0
581,20220531,1.2022582941868483,1.3177223994119163,0.10828826623098925,79.17,3.0,88.07,3.0,2.0,4.0,2.0,2.0,2.0
582,20220601,-0.21825836171501775,1.2129280090866223,0.10215603040871161,79.17,3.0,88.15,3.0,2.0,4.0,2.0,2.0,2.0
583,20220602,0.2671047040377992,1.3065469965826781,0.10640970500769706,79.17,3.0,88.15,3.0,2.0,4.0,2.0,2.0,2.0
584,20220606,0.9643095020698783,1.57074290151984,0.153348035832053,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
585,20220607,0.19639315879439564,1.2335336601687568,0.1022413672498086,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
586,20220608,0.5165760525094105,1.5872735555913315,0.1807965870489922,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
587,20220609,-0.9052439696092691,1.6104429528191666,0.12513289386023885,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
588,20220610,1.2635561562756417,1.3071283939991092,0.10846202573564365,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
589,20220613,-0.9605428570563121,1.7456616675585732,0.18099130990473197,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
590,20220614,1.213363993250327,1.7629139429361602,0.14744903659072536,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
591,20220615,1.324909404028708,1.807231530433394,0.14328725103823872,79.17,3.0,88.17,3.0,2.0,4.0,2.0,2.0,2.0
592,20220616,-0.6938450693228488,1.8371886381049858,0.1471121193659799,79.17,3.0,88.31,3.0,2.0,4.0,2.0,2.0,2.0
593,20220617,0.4385717502253001,1.3008682618633374,0.1145916196804457,79.17,3.0,88.31,3.0,2.0,4.0,2.0,2.0,2.0
594,20220620,0.41477942706312154,1.820540387723195,0.1513028989834264,79.17,3.0,88.31,3.0,2.0,4.0,2.0,2.0,2.0
595,20220621,-0.0711792830142565,1.2973869514725405,0.12127913717699862,79.17,3.0,88.31,3.0,2.0,4.0,2.0,2.0,2.0
596,20220622,-1.7487638793150597,1.3077736684878116,0.1295623606279416,79.17,3.0,88.31,3.0,2.0,4.0,2.0,2.0,2.0
597,20220623,1.3532021676477803,1.4111205949377814,0.11652658598297179,79.17,3.0,88.37,3.0,2.0,4.0,2.0,2.0,2.0
598,20220624,0.5468400191385715,1.4603351876522166,0.12027415490208143,79.17,3.0,88.37,3.0,2.0,4.0,2.0,2.0,2.0
599,20220627,0.7580252527041308,1.5253499675954296,0.13269806504563428,79.17,3.0,88.4,3.0,2.0,4.0,2.0,2.0,2.0
600,20220628,1.1078788336106788,1.391515953292441,0.11198719885328814,79.17,3.0,88.4,3.0,2.0,4.0,2.0,2.0,2.0
601,20220629,-1.224282455337264,1.9378267096528734,0.16728230340015818,79.17,3.0,88.4,3.0,2.0,4.0,2.0,2.0,2.0
602,20220630,0.8542373324018749,1.462679091245973,0.11413495079075675,79.17,3.0,88.4,3.0,2.0,4.0,2.0,2.0,2.0
603,20220701,-0.4134059874962043,1.3417644584848722,0.11624554210671859,73.61,3.0,88.4,3.0,2.0,4.0,2.0,1.0,2.0
604,20220704,0.507210628163204,1.7659461372219203,0.18495404355264689,73.61,3.0,88.4,3.0,2.0,4.0,2.0,1.0,2.0
605,20220705,-0.349610505237856,1.3818516301011856,0.11942717195109563,73.61,3.0,88.4,3.0,2.0,4.0,2.0,1.0,2.0
606,20220706,-1.5660952886849837,1.4295178757272449,0.12169445299643612,73.61,3.0,88.4,3.0,2.0,4.0,2.0,1.0,2.0
607,20220707,0.05437461134734587,1.343584209661529,0.11839377310282197,73.61,3.0,88.5,3.0,2.0,4.0,2.0,1.0,2.0
608,20220708,-0.08220190138963125,1.2401355782906187,0.11348009425516596,73.61,3.0,88.5,3.0,2.0,4.0,2.0,1.0,2.0
609,20220711,-1.2902074374402435,1.6823905675750523,0.1610306294356191,73.61,3.0,88.5,3.0,2.0,4.0,2.0,1.0,2.0
610,20220712,-0.4512762600745252,1.4979195060664159,0.12108683052056683,73.61,3.0,88.5,3.0,2.0,4.0,2.0,1.0,2.0
611,20220713,-0.058767667720214675,1.0593281720458994,0.09011719833414196,73.61,3.0,88.5,3.0,2.0,4.0,2.0,1.0,2.0
612,20220714,-0.48541455122539046,1.3982876072892036,0.12329071096475255,73.61,3.0,88.5,3.0,2.0,4.0,2.0,1.0,2.0
613,20220715,-2.2572495281711102,1.6647226946187252,0.13829809740405274,73.61,3.0,88.5,3.0,2.0,4.0,2.0,1.0,2.0
614,20220718,1.7861944632061075,1.422111311243323,0.1124059249032174,73.61,3.0,88.5,3.0,2.0,4.0,2.0,1.0,2.0
615,20220719,0.31702607224913565,1.0682343548214925,0.0930338252466492,73.61,3.0,88.5,3.0,2.0,4.0,2.0,1.0,2.0
616,20220720,0.5859435141213796,1.0814107165260392,0.09510821610526136,73.61,3.0,88.67,3.0,2.0,4.0,2.0,1.0,2.0
617,20220721,-0.973851858970393,1.2652607446234236,0.11102613640246087,73.61,3.0,88.67,3.0,2.0,4.0,2.0,1.0,2.0
618,20220722,-0.32585475429445276,1.061379180018209,0.08430209155354704,73.61,3.0,88.71,3.0,2.0,4.0,2.0,1.0,2.0
619,20220725,-0.6970561638494233,1.221883036016999,0.10172086327160094,73.61,3.0,88.71,3.0,2.0,4.0,2.0,1.0,2.0
620,20220726,1.0041091317183617,1.0752343368083406,0.09620107126733718,73.61,3.0,88.71,3.0,2.0,4.0,2.0,1.0,2.0
621,20220727,-0.23482333502914032,0.9552660401164129,0.08800601749284531,73.61,3.0,88.71,3.0,2.0,4.0,2.0,1.0,2.0
622,20220728,0.11900049617057858,1.2652958288859137,0.14196672162236018,73.61,3.0,88.71,3.0,2.0,4.0,2.0,1.0,2.0
623,20220729,-1.204302636045398,1.334634970980732,0.10796717877629732,73.61,3.0,88.71,3.0,2.0,4.0,2.0,1.0,2.0
624,20220801,0.011980067810079122,1.3786192128887833,0.11935447665872828,73.61,3.0,88.71,3.0,2.0,4.0,2.0,1.0,2.0
625,20220802,-2.722120725439016,1.354388079148362,0.11130142768387359,73.61,3.0,88.71,3.0,2.0,4.0,2.0,1.0,2.0
626,20220803,-0.7967576450271477,1.2864359067949118,0.11096239433960706,73.61,3.0,88.71,3.0,2.0,4.0,2.0,1.0,2.0
627,20220804,0.7625321347804288,1.0265116622305888,0.0885525407629259,73.61,3.0,88.71,3.0,2.0,4.0,2.0,1.0,2.0
628,20220805,1.4476842632895588,1.3168280039925375,0.10897846324134328,73.61,3.0,88.71,3.0,2.0,4.0,2.0,1.0,2.0
629,20220808,0.14032199183470645,1.1063949305246483,0.09869524130199402,73.61,3.0,88.71,3.0,2.0,4.0,2.0,1.0,2.0
630,20220809,-0.03600754305855333,0.9686232608451409,0.08370594972447144,73.61,3.0,88.95,3.0,2.0,4.0,2.0,1.0,2.0
631,20220810,-0.7029550774094191,1.015027242553006,0.09103066394103086,73.61,3.0,88.95,3.0,2.0,4.0,2.0,1.0,2.0
632,20220811,2.204383014869162,1.41373951234216,0.11495952392502821,73.61,3.0,88.95,3.0,2.0,4.0,2.0,1.0,2.0
633,20220812,0.36838041622374507,1.2078716540502534,0.10662813819407971,73.61,3.0,88.95,3.0,2.0,4.0,2.0,1.0,2.0
634,20220815,-0.4450853927392382,1.2182732543340273,0.11012537008032035,73.61,3.0,88.95,3.0,2.0,4.0,2.0,1.0,2.0
635,20220816,-0.03856506519640369,0.9651341709849143,0.09046851633085234,73.61,3.0,88.95,3.0,2.0,4.0,2.0,1.0,2.0
636,20220817,0.9045837980127543,1.0684751381569395,0.09328483507305263,73.61,3.0,88.95,3.0,2.0,4.0,2.0,1.0,2.0
637,20220818,-1.0361607702321955,1.1000192000627143,0.13456905667209426,73.61,3.0,88.95,3.0,2.0,4.0,2.0,1.0,2.0
638,20220819,-0.19711662725890008,1.344728814990631,0.12086263928875711,73.61,3.0,88.95,3.0,2.0,4.0,2.0,1.0,2.0
639,20220822,0.5995855116421341,1.1829880185399149,0.10240846855143625,73.61,3.0,88.95,3.0,2.0,4.0,2.0,1.0,2.0
640,20220823,-0.27355291163649437,1.257799790035051,0.11110105509487787,79.17,3.0,88.95,3.0,2.0,4.0,2.0,2.0,2.0
641,20220824,-1.8001779023773241,1.3542098675205783,0.11795583211621471,79.17,3.0,88.95,3.0,2.0,4.0,2.0,2.0,2.0
642,20220825,1.0224436087812512,1.294444690495194,0.10677417041703773,79.17,3.0,88.95,3.0,2.0,4.0,2.0,2.0,2.0
643,20220826,-0.2906926565224744,1.1153567936272977,0.09444142341817814,79.17,3.0,88.95,3.0,2.0,4.0,2.0,2.0,2.0
644,20220829,-0.09809581424750966,1.086003421443907,0.08714170983133716,79.17,3.0,88.95,3.0,2.0,4.0,2.0,2.0,2.0
645,20220830,0.1464929755704917,1.2180474645790007,0.10473381396326621,79.17,3.0,88.95,3.0,2.0,4.0,2.0,2.0,2.0
646,20220831,-0.38133074805199574,1.7214182597880496,0.14094959438449456,79.17,3.0,88.95,3.0,2.0,4.0,2.0,2.0,2.0
647,20220901,-0.4878635297813227,1.32693985438737,0.11102783769705932,75.46,3.0,88.95,3.0,2.0,4.0,2.0,2.0,2.0
648,20220902,-0.03063240260563793,1.1324982080720176,0.09903027921158065,75.46,3.0,88.95,3.0,2.0,4.0,2.0,2.0,2.0
649,20220905,0.18641704949924698,1.4155536206664294,0.11621344105207762,75.46,3.0,88.95,3.0,2.0,4.0,2.0,2.0,2.0
650,20220906,1.173533215287375,1.214586514343046,0.10225888726854214,75.46,3.0,88.95,3.0,2.0,4.0,2.0,2.0,2.0
651,20220907,-0.22166688995269399,0.9470636462628996,0.08993305612996187,75.46,3.0,89.11,3.0,2.0,4.0,2.0,2.0,2.0
652,20220908,-0.18307525468106178,1.0150790540460328,0.08018575154092847,75.46,3.0,89.11,3.0,2.0,4.0,2.0,2.0,2.0
653,20220909,1.293647928612301,1.1676077284861288,0.09643674839893833,75.46,3.0,89.11,3.0,2.0,4.0,2.0,2.0,2.0
654,20220913,0.012054719578951488,1.1782421352998962,0.10091400056033419,69.91,3.0,89.11,3.0,2.0,4.0,1.0,2.0,2.0
655,20220914,-0.9839860842863506,0.7320971465326364,0.059215870979870716,69.91,3.0,89.11,3.0,2.0,4.0,1.0,2.0,2.0
656,20220915,-0.6904781899189862,1.3741876525769912,0.11030364008651948,69.91,3.0,89.11,3.0,2.0,4.0,1.0,2.0,2.0
657,20220916,-3.0649970668126363,1.3166396054525225,0.10139901914259944,69.91,3.0,89.11,3.0,2.0,4.0,1.0,2.0,2.0
658,20220919,-0.5070551742792528,1.4078114071484409,0.1118608369503346,69.91,3.0,89.11,3.0,2.0,4.0,1.0,2.0,2.0
659,20220920,0.05715060461264532,1.192042238822091,0.1045417164269371,69.91,3.0,89.11,3.0,2.0,4.0,1.0,2.0,2.0
660,20220921,0.14267230699298503,1.265363040250224,0.10665233251284803,69.91,3.0,89.11,3.0,2.0,4.0,1.0,2.0,2.0
661,20220922,-0.8508739819868384,1.169592829828195,0.09604172786883922,69.91,3.0,89.11,3.0,2.0,4.0,1.0,2.0,2.0
662,20220923,-0.552204500318876,1.149756754116591,0.09157717670511759,69.91,3.0,89.11,3.0,2.0,4.0,1.0,2.0,2.0
663,20220926,-1.7680937328930075,1.6355186050612067,0.12795851656520044,69.91,3.0,89.11,3.0,2.0,4.0,1.0,2.0,2.0
664,20220927,1.727840871506796,1.3301384189932877,0.1064538967457665,69.91,3.0,89.11,3.0,2.0,4.0,1.0,2.0,2.0
665,20220928,-1.7628126397545008,1.3451928740420163,0.10080280479880943,69.91,3.0,89.17,3.0,2.0,4.0,1.0,2.0,2.0
666,20220929,-0.6135592025561863,1.1800374554579767,0.09040468906109132,69.91,3.0,89.17,3.0,2.0,4.0,1.0,2.0,2.0
667,20220930,-0.08107818759107167,1.1134998790324937,0.0911601494637459,69.91,3.0,89.17,3.0,2.0,4.0,1.0,2.0,2.0
668,20221010,-1.4609388899955553,1.8328965662344932,0.15112320899250817,66.2,2.0,89.17,3.0,2.0,4.0,1.0,2.0,2.0
669,20221011,0.08806801780261084,1.3936582750534037,0.12009711179165682,66.2,2.0,89.17,3.0,2.0,4.0,1.0,2.0,2.0
670,20221012,1.6423600110483025,1.31415467494392,0.1031836829587164,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
671,20221013,-0.19407956768738177,1.3369590005831071,0.11567621506948012,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
672,20221014,1.8791229699473055,1.497290831948746,0.1281386673721877,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
673,20221017,0.6252898619572601,1.2077858158003176,0.10108667750010988,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
674,20221018,-0.13816885033686857,0.9438269353058775,0.0865762504747936,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
675,20221019,-1.415280099683097,1.0339257066612175,0.08576694673184478,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
676,20221020,-0.3068675014558029,1.1074793039550566,0.09381794141378229,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
677,20221021,0.007206884493478853,1.1171685979574972,0.09445980694527852,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
678,20221024,-2.1941193227321127,1.6090299872498661,0.137788128064279,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
679,20221025,-0.4672942647929438,1.3678690168742216,0.11281441052967207,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
680,20221026,1.157040338141876,1.7871285968239947,0.1384091017031782,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
681,20221027,0.1249687971917906,1.575201784195001,0.15303214521795144,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
682,20221028,-2.7009037900742943,1.5480543982204436,0.12152866021977263,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
683,20221031,-0.6815723827248046,2.302376741823624,0.17978646989978078,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
684,20221101,2.586270252393482,2.017105465235544,0.1641216627902305,66.2,2.0,89.19,3.0,2.0,4.0,1.0,2.0,2.0
685,20221102,1.09585995737986,1.428075113586525,0.11368529350029763,62.5,2.0,89.19,2.0,2.0,4.0,1.0,2.0,2.0
686,20221103,-0.710743385205071,1.0738937514684264,0.0970055436702509,62.5,2.0,89.19,2.0,2.0,4.0,1.0,2.0,2.0
687,20221104,2.3221148494577584,1.314168228056369,0.10311220693577297,62.5,2.0,89.22,2.0,2.0,4.0,1.0,2.0,2.0
688,20221107,0.3488712324276634,1.1871870160944058,0.10057184076306076,62.5,2.0,89.22,2.0,2.0,4.0,1.0,2.0,2.0
689,20221108,-0.3768499267867814,0.8837524662577885,0.07360104302745009,62.5,2.0,89.22,2.0,2.0,4.0,1.0,2.0,2.0
690,20221109,-0.21996421696325377,1.1831689222876198,0.11609707117648807,62.5,2.0,89.22,2.0,2.0,4.0,1.0,2.0,2.0
691,20221110,-0.21909335154979542,1.200765675319861,0.1011296888365435,62.5,2.0,89.22,2.0,2.0,4.0,1.0,2.0,2.0
692,20221111,2.1270335099984656,1.8384311007258962,0.1503849787858472,62.5,2.0,89.22,2.0,2.0,4.0,1.0,2.0,2.0
693,20221114,0.39518876720515794,1.6973804616660513,0.14027507365479258,62.5,2.0,89.22,2.0,2.0,4.0,1.0,2.0,2.0
694,20221115,1.5323770955096023,1.39933343390775,0.10987901043602565,62.5,2.0,89.22,2.0,2.0,4.0,1.0,2.0,2.0
695,20221116,-0.5451345901715552,1.2175897838918113,0.10116000332356401,62.5,2.0,89.22,2.0,2.0,4.0,1.0,2.0,2.0
696,20221117,0.15126453310696866,1.176362699012888,0.1044723841641298,62.5,2.0,89.22,2.0,2.0,4.0,1.0,2.0,2.0
697,20221118,-0.4983790818965221,1.1399234974481018,0.09963310975348162,69.91,2.0,89.22,3.0,2.0,4.0,1.0,2.0,2.0
698,20221121,-0.8552648667429427,1.26394092168729,0.10007855425639718,75.46,2.0,89.22,3.0,2.0,4.0,2.0,2.0,2.0
699,20221122,0.029714626823541843,1.5451182241144814,0.12264148258906656,75.46,2.0,89.22,3.0,2.0,4.0,2.0,2.0,2.0
700,20221123,0.0606783672169999,1.0753045371987158,0.08934248595473324,79.17,3.0,89.22,3.0,2.0,4.0,2.0,2.0,2.0
701,20221124,-0.2598601533264298,1.0036249960865986,0.08514898395034359,79.17,3.0,89.22,3.0,2.0,4.0,2.0,2.0,2.0
702,20221125,0.8676317768724895,1.4869770821377049,0.12479499284002567,79.17,3.0,89.22,3.0,2.0,4.0,2.0,2.0,2.0
703,20221128,-0.8143549539876136,1.2208907827620419,0.09872412269521753,79.17,3.0,89.27,3.0,2.0,4.0,2.0,2.0,2.0
704,20221129,2.897895421749677,1.8350484490271326,0.14835438470934614,79.17,3.0,89.27,3.0,2.0,4.0,2.0,2.0,2.0
705,20221130,-0.0745971662063739,1.1569514214208643,0.10706529695783484,79.17,3.0,89.27,3.0,2.0,4.0,2.0,2.0,2.0
706,20221201,0.4629134458070595,1.4185405178505721,0.1118284565647236,71.76,1.0,89.27,3.0,2.0,4.0,2.0,2.0,2.0
707,20221202,-0.5079238732811585,0.9433053473270828,0.07377532466742463,71.76,1.0,89.27,3.0,2.0,4.0,2.0,2.0,2.0
708,20221205,2.268290613188012,1.6513214188105265,0.13449276229245855,71.76,1.0,89.27,3.0,2.0,4.0,2.0,2.0,2.0
709,20221206,0.021187521226034896,1.2260106666194168,0.10183332656159529,71.76,1.0,89.27,3.0,2.0,4.0,2.0,2.0,2.0
710,20221207,-0.3639250432904459,1.19076178339162,0.0957052852527088,71.76,1.0,89.27,3.0,2.0,4.0,2.0,2.0,2.0
711,20221208,-0.037947346985841776,1.0586977221992966,0.08672364438132588,68.98,1.0,89.27,3.0,2.0,3.0,2.0,2.0,2.0
712,20221209,0.42636390865226736,1.3574077598301753,0.11133322222762163,67.13,0.0,89.27,3.0,2.0,3.0,2.0,2.0,2.0
713,20221212,-1.244478413605264,1.7103297009788732,0.13168018793898328,67.13,0.0,89.27,3.0,2.0,3.0,2.0,2.0,2.0
714,20221213,0.12245668650728707,1.0506918755459973,0.08391247225400947,58.8,0.0,89.35,3.0,2.0,3.0,2.0,0.0,2.0
715,20221214,-0.14361525773893694,1.1814963656230846,0.10676368020699986,53.24,0.0,89.35,3.0,2.0,3.0,1.0,0.0,2.0
716,20221215,-0.53355931939214,1.0597204536775875,0.08087211217678636,53.24,0.0,89.35,3.0,2.0,3.0,1.0,0.0,2.0
717,20221216,0.34939397579898435,1.078325393824369,0.08850894659229862,53.24,0.0,89.35,3.0,2.0,3.0,1.0,0.0,2.0
718,20221219,-2.257842606681834,1.074816262626162,0.09178872461827822,47.69,0.0,89.35,1.0,2.0,3.0,1.0,0.0,2.0
719,20221220,-1.1673392081511662,1.1683031445411467,0.09364232180539764,47.69,0.0,89.35,1.0,2.0,3.0,1.0,0.0,2.0
720,20221221,-0.14579558640635132,0.9002445539472587,0.07060564007275609,47.69,0.0,89.35,1.0,2.0,3.0,1.0,0.0,2.0
721,20221222,-0.2054030430754978,1.2606572987242757,0.10519746551391158,47.69,0.0,89.35,1.0,2.0,3.0,1.0,0.0,2.0
722,20221223,-0.0436115444881631,0.9298770083527493,0.08103698007790379,47.69,0.0,89.35,1.0,2.0,3.0,1.0,0.0,2.0
723,20221226,0.19672599538715646,1.303812534650341,0.10370953628778258,47.69,0.0,89.35,1.0,2.0,3.0,1.0,0.0,2.0
724,20221227,0.8795684730502167,1.058009638525236,0.0893970976066701,47.69,0.0,89.35,1.0,2.0,3.0,1.0,0.0,2.0
725,20221228,-0.4626584654169084,1.1543915116063637,0.09829123992318207,47.69,0.0,89.35,1.0,2.0,3.0,1.0,0.0,2.0
726,20221229,-0.4701686372966257,0.9808783896907843,0.0784614410899108,47.69,0.0,89.35,1.0,2.0,3.0,1.0,0.0,2.0
727,20221230,0.6064373123171444,0.8217430310728686,0.06619601822569605,47.69,0.0,89.35,1.0,2.0,3.0,1.0,0.0,2.0
728,20230103,0.7089671764167239,1.436734012830433,0.1141059467581503,0.0,0.0,89.35,0.0,0.0,0.0,0.0,0.0,2.0
729,20230104,0.4882855138875711,1.4154726525242296,0.12484602861386883,0.0,0.0,89.35,0.0,0.0,0.0,0.0,0.0,2.0
730,20230105,1.097993321957273,1.3019504581196897,0.11059172178159611,0.0,0.0,89.35,0.0,0.0,0.0,0.0,0.0,2.0
731,20230106,-0.2800508886615344,0.9894534682957002,0.08841663044579649,0.0,0.0,89.35,0.0,0.0,0.0,0.0,0.0,2.0
732,20230109,0.6092929807045244,1.3167931079185626,0.11438580837983663,0.0,0.0,89.35,0.0,0.0,0.0,0.0,0.0,0.0
