,Date,StringencyIndex_WeightedAverage,C6E_Stay at home requirements,PopulationVaccinated
0,20200101,0.0,0.0,0.0
1,20200102,0.0,0.0,0.0
2,20200103,0.0,0.0,0.0
3,20200104,0.0,0.0,0.0
4,20200105,0.0,0.0,0.0
5,20200106,0.0,0.0,0.0
6,20200107,0.0,0.0,0.0
7,20200108,0.0,0.0,0.0
8,20200109,0.0,0.0,0.0
9,20200110,0.0,0.0,0.0
10,20200111,0.0,0.0,0.0
11,20200112,0.0,0.0,0.0
12,20200113,0.0,0.0,0.0
13,20200114,0.0,0.0,0.0
14,20200115,0.0,0.0,0.0
15,20200116,0.0,0.0,0.0
16,20200117,0.0,0.0,0.0
17,20200118,0.0,0.0,0.0
18,20200119,0.0,0.0,0.0
19,20200120,0.0,0.0,0.0
20,20200121,0.0,0.0,0.0
21,20200122,26.39,0.0,0.0
22,20200123,44.91,1.0,0.0
23,20200124,44.91,1.0,0.0
24,20200125,47.69,1.0,0.0
25,20200126,69.91,1.0,0.0
26,20200127,69.91,1.0,0.0
27,20200128,69.91,1.0,0.0
28,20200129,69.91,1.0,0.0
29,20200130,69.91,1.0,0.0
30,20200131,69.91,1.0,0.0
31,20200201,77.31,3.0,0.0
32,20200202,77.31,3.0,0.0
33,20200203,77.31,3.0,0.0
34,20200204,77.31,3.0,0.0
35,20200205,77.31,3.0,0.0
36,20200206,77.31,3.0,0.0
37,20200207,77.31,3.0,0.0
38,20200208,77.31,3.0,0.0
39,20200209,77.31,3.0,0.0
40,20200210,75.46,3.0,0.0
41,20200211,75.46,3.0,0.0
42,20200212,75.46,3.0,0.0
43,20200213,75.46,3.0,0.0
44,20200214,75.46,3.0,0.0
45,20200215,75.46,3.0,0.0
46,20200216,75.46,3.0,0.0
47,20200217,75.46,3.0,0.0
48,20200218,75.46,3.0,0.0
49,20200219,75.46,3.0,0.0
50,20200220,75.46,3.0,0.0
51,20200221,75.46,3.0,0.0
52,20200222,75.46,3.0,0.0
53,20200223,75.46,3.0,0.0
54,20200224,75.46,3.0,0.0
55,20200225,81.02,3.0,0.0
56,20200226,81.02,3.0,0.0
57,20200227,81.02,3.0,0.0
58,20200228,81.02,3.0,0.0
59,20200229,81.02,3.0,0.0
60,20200301,81.02,3.0,0.0
61,20200302,81.02,3.0,0.0
62,20200303,81.02,3.0,0.0
63,20200304,81.02,3.0,0.0
64,20200305,81.02,3.0,0.0
65,20200306,81.02,3.0,0.0
66,20200307,81.02,3.0,0.0
67,20200308,81.02,3.0,0.0
68,20200309,81.02,3.0,0.0
69,20200310,81.02,3.0,0.0
70,20200311,81.02,3.0,0.0
71,20200312,81.02,3.0,0.0
72,20200313,81.02,3.0,0.0
73,20200314,81.02,3.0,0.0
74,20200315,81.02,3.0,0.0
75,20200316,79.17,3.0,0.0
76,20200317,79.17,3.0,0.0
77,20200318,79.17,3.0,0.0
78,20200319,79.17,3.0,0.0
79,20200320,79.17,3.0,0.0
80,20200321,79.17,3.0,0.0
81,20200322,79.17,3.0,0.0
82,20200323,79.17,3.0,0.0
83,20200324,79.17,3.0,0.0
84,20200325,79.17,3.0,0.0
85,20200326,81.94,3.0,0.0
86,20200327,81.94,3.0,0.0
87,20200328,73.61,3.0,0.0
88,20200329,73.61,3.0,0.0
89,20200330,73.61,3.0,0.0
90,20200331,73.61,3.0,0.0
91,20200401,73.61,3.0,0.0
92,20200402,73.61,3.0,0.0
93,20200403,69.91,3.0,0.0
94,20200404,69.91,3.0,0.0
95,20200405,69.91,3.0,0.0
96,20200406,69.91,3.0,0.0
97,20200407,69.91,3.0,0.0
98,20200408,56.94,1.0,0.0
99,20200409,56.94,1.0,0.0
100,20200410,56.94,1.0,0.0
101,20200411,56.94,1.0,0.0
102,20200412,56.94,1.0,0.0
103,20200413,56.94,1.0,0.0
104,20200414,56.94,1.0,0.0
105,20200415,56.94,1.0,0.0
106,20200416,56.94,1.0,0.0
107,20200417,56.94,1.0,0.0
108,20200418,56.94,1.0,0.0
109,20200419,56.94,1.0,0.0
110,20200420,56.94,1.0,0.0
111,20200421,56.94,1.0,0.0
112,20200422,56.94,1.0,0.0
113,20200423,56.94,1.0,0.0
114,20200424,56.94,1.0,0.0
115,20200425,56.94,1.0,0.0
116,20200426,56.94,1.0,0.0
117,20200427,56.94,1.0,0.0
118,20200428,56.94,1.0,0.0
119,20200429,56.94,1.0,0.0
120,20200430,56.94,1.0,0.0
121,20200501,56.94,1.0,0.0
122,20200502,56.94,1.0,0.0
123,20200503,56.94,1.0,0.0
124,20200504,56.94,1.0,0.0
125,20200505,56.94,1.0,0.0
126,20200506,56.94,1.0,0.0
127,20200507,56.94,1.0,0.0
128,20200508,56.94,1.0,0.0
129,20200509,56.94,1.0,0.0
130,20200510,81.94,3.0,0.0
131,20200511,81.94,3.0,0.0
132,20200512,81.94,3.0,0.0
133,20200513,81.94,3.0,0.0
134,20200514,81.94,3.0,0.0
135,20200515,81.94,3.0,0.0
136,20200516,81.94,3.0,0.0
137,20200517,81.94,3.0,0.0
138,20200518,81.94,3.0,0.0
139,20200519,81.94,3.0,0.0
140,20200520,81.94,3.0,0.0
141,20200521,81.94,3.0,0.0
142,20200522,81.94,3.0,0.0
143,20200523,81.94,3.0,0.0
144,20200524,81.94,3.0,0.0
145,20200525,81.94,3.0,0.0
146,20200526,81.94,3.0,0.0
147,20200527,81.94,3.0,0.0
148,20200528,81.94,3.0,0.0
149,20200529,81.94,3.0,0.0
150,20200530,81.94,3.0,0.0
151,20200531,81.94,3.0,0.0
152,20200601,81.94,3.0,0.0
153,20200602,81.94,3.0,0.0
154,20200603,78.24,3.0,0.0
155,20200604,78.24,3.0,0.0
156,20200605,78.24,3.0,0.0
157,20200606,78.24,3.0,0.0
158,20200607,78.24,3.0,0.0
159,20200608,78.24,3.0,0.0
160,20200609,78.24,3.0,0.0
161,20200610,78.24,3.0,0.0
162,20200611,78.24,3.0,0.0
163,20200612,78.24,3.0,0.0
164,20200613,78.24,3.0,0.0
165,20200614,78.24,3.0,0.0
166,20200615,78.24,3.0,0.0
167,20200616,78.24,3.0,0.0
168,20200617,78.24,3.0,0.0
169,20200618,78.24,3.0,0.0
170,20200619,78.24,3.0,0.0
171,20200620,78.24,3.0,0.0
172,20200621,78.24,3.0,0.0
173,20200622,78.24,3.0,0.0
174,20200623,78.24,3.0,0.0
175,20200624,78.24,3.0,0.0
176,20200625,78.24,3.0,0.0
177,20200626,78.24,3.0,0.0
178,20200627,78.24,3.0,0.0
179,20200628,78.24,3.0,0.0
180,20200629,78.24,3.0,0.0
181,20200630,78.24,3.0,0.0
182,20200701,78.24,3.0,0.0
183,20200702,78.24,3.0,0.0
184,20200703,78.24,3.0,0.0
185,20200704,78.24,3.0,0.0
186,20200705,78.24,3.0,0.0
187,20200706,78.24,3.0,0.0
188,20200707,78.24,3.0,0.0
189,20200708,78.24,3.0,0.0
190,20200709,78.24,3.0,0.0
191,20200710,78.24,3.0,0.0
192,20200711,78.24,3.0,0.0
193,20200712,78.24,3.0,0.0
194,20200713,78.24,3.0,0.0
195,20200714,78.24,3.0,0.0
196,20200715,78.24,3.0,0.0
197,20200716,78.24,3.0,0.0
198,20200717,78.24,3.0,0.0
199,20200718,78.24,3.0,0.0
200,20200719,78.24,3.0,0.0
201,20200720,78.24,3.0,0.0
202,20200721,78.24,3.0,0.0
203,20200722,78.24,3.0,0.0
204,20200723,78.24,3.0,0.0
205,20200724,78.24,3.0,0.0
206,20200725,78.24,3.0,0.0
207,20200726,78.24,3.0,0.0
208,20200727,78.24,3.0,0.0
209,20200728,78.24,3.0,0.0
210,20200729,78.24,3.0,0.0
211,20200730,78.24,3.0,0.0
212,20200731,78.24,3.0,0.0
213,20200801,78.24,3.0,0.0
214,20200802,78.24,3.0,0.0
215,20200803,78.24,3.0,0.0
216,20200804,78.24,3.0,0.0
217,20200805,78.24,3.0,0.0
218,20200806,78.24,3.0,0.0
219,20200807,78.24,3.0,0.0
220,20200808,78.24,3.0,0.0
221,20200809,78.24,3.0,0.0
222,20200810,78.24,3.0,0.0
223,20200811,78.24,3.0,0.0
224,20200812,78.24,3.0,0.0
225,20200813,78.24,3.0,0.0
226,20200814,78.24,3.0,0.0
227,20200815,78.24,3.0,0.0
228,20200816,78.24,3.0,0.0
229,20200817,78.24,3.0,0.0
230,20200818,78.24,3.0,0.0
231,20200819,78.24,3.0,0.0
232,20200820,78.24,3.0,0.0
233,20200821,78.24,3.0,0.0
234,20200822,78.24,3.0,0.0
235,20200823,78.24,3.0,0.0
236,20200824,78.24,3.0,0.0
237,20200825,78.24,3.0,0.0
238,20200826,78.24,3.0,0.0
239,20200827,78.24,3.0,0.0
240,20200828,78.24,3.0,0.0
241,20200829,78.24,3.0,0.0
242,20200830,78.24,3.0,0.0
243,20200831,78.24,3.0,0.0
244,20200901,78.24,3.0,0.0
245,20200902,55.09,0.0,0.0
246,20200903,55.09,0.0,0.0
247,20200904,46.76,0.0,0.0
248,20200905,46.76,0.0,0.0
249,20200906,46.76,0.0,0.0
250,20200907,46.76,0.0,0.0
251,20200908,46.76,0.0,0.0
252,20200909,46.76,0.0,0.0
253,20200910,46.76,0.0,0.0
254,20200911,46.76,0.0,0.0
255,20200912,46.76,0.0,0.0
256,20200913,46.76,0.0,0.0
257,20200914,46.76,0.0,0.0
258,20200915,81.94,3.0,0.0
259,20200916,81.94,3.0,0.0
260,20200917,81.94,3.0,0.0
261,20200918,81.94,3.0,0.0
262,20200919,81.94,3.0,0.0
263,20200920,81.94,3.0,0.0
264,20200921,75.46,3.0,0.0
265,20200922,71.76,3.0,0.0
266,20200923,63.43,3.0,0.0
267,20200924,63.43,3.0,0.0
268,20200925,63.43,3.0,0.0
269,20200926,54.17,0.0,0.0
270,20200927,54.17,0.0,0.0
271,20200928,54.17,0.0,0.0
272,20200929,54.17,0.0,0.0
273,20200930,54.17,0.0,0.0
274,20201001,54.17,0.0,0.0
275,20201002,54.17,0.0,0.0
276,20201003,54.17,0.0,0.0
277,20201004,54.17,0.0,0.0
278,20201005,54.17,0.0,0.0
279,20201006,54.17,0.0,0.0
280,20201007,54.17,0.0,0.0
281,20201008,54.17,0.0,0.0
282,20201009,54.17,0.0,0.0
283,20201010,52.31,0.0,0.0
284,20201011,52.31,0.0,0.0
285,20201012,61.57,3.0,0.0
286,20201013,61.57,3.0,0.0
287,20201014,61.57,3.0,0.0
288,20201015,61.57,3.0,0.0
289,20201016,61.57,3.0,0.0
290,20201017,61.57,3.0,0.0
291,20201018,61.57,3.0,0.0
292,20201019,61.57,3.0,0.0
293,20201020,61.57,3.0,0.0
294,20201021,61.57,3.0,0.0
295,20201022,61.57,3.0,0.0
296,20201023,61.57,3.0,0.0
297,20201024,81.94,3.0,0.0
298,20201025,81.94,3.0,0.0
299,20201026,81.94,3.0,0.0
300,20201027,81.94,3.0,0.0
301,20201028,81.94,3.0,0.0
302,20201029,81.94,3.0,0.0
303,20201030,68.98,2.0,0.0
304,20201031,63.43,2.0,0.0
305,20201101,63.43,2.0,0.0
306,20201102,63.43,2.0,0.0
307,20201103,63.43,2.0,0.0
308,20201104,63.43,2.0,0.0
309,20201105,63.43,2.0,0.0
310,20201106,63.43,2.0,0.0
311,20201107,63.43,2.0,0.0
312,20201108,63.43,2.0,0.0
313,20201109,63.43,2.0,0.0
314,20201110,63.43,2.0,0.0
315,20201111,63.43,2.0,0.0
316,20201112,63.43,2.0,0.0
317,20201113,63.43,2.0,0.0
318,20201114,63.43,2.0,0.0
319,20201115,63.43,2.0,0.0
320,20201116,63.43,2.0,0.0
321,20201117,63.43,2.0,0.0
322,20201118,63.43,2.0,0.0
323,20201119,63.43,2.0,0.0
324,20201120,76.39,3.0,0.0
325,20201121,76.39,3.0,0.0
326,20201122,76.39,3.0,0.0
327,20201123,76.39,3.0,0.0
328,20201124,81.94,3.0,0.0
329,20201125,81.94,3.0,0.0
330,20201126,81.94,3.0,0.0
331,20201127,81.94,3.0,0.0
332,20201128,81.94,3.0,0.0
333,20201129,81.94,3.0,0.0
334,20201130,81.94,3.0,0.0
335,20201201,81.94,3.0,0.0
336,20201202,81.94,3.0,0.0
337,20201203,81.94,3.0,0.0
338,20201204,81.94,3.0,0.0
339,20201205,81.94,3.0,0.0
340,20201206,81.94,3.0,0.0
341,20201207,81.94,3.0,0.0
342,20201208,78.24,3.0,0.0
343,20201209,78.24,3.0,0.0
344,20201210,78.24,3.0,0.0
345,20201211,78.24,3.0,0.0
346,20201212,78.24,3.0,0.0
347,20201213,78.24,3.0,0.0
348,20201214,78.24,3.0,0.0
349,20201215,78.24,3.0,0.0
350,20201216,78.24,3.0,0.0
351,20201217,78.24,3.0,0.0
352,20201218,78.24,3.0,0.0
353,20201219,78.24,3.0,0.0
354,20201220,78.24,3.0,0.0
355,20201221,78.24,3.0,0.0
356,20201222,78.24,3.0,0.0
357,20201223,78.24,3.0,0.0
358,20201224,78.24,3.0,0.0
359,20201225,78.24,3.0,0.0
360,20201226,78.24,3.0,0.0
361,20201227,78.24,3.0,0.0
362,20201228,78.24,3.0,0.0
363,20201229,78.24,3.0,0.0
364,20201230,78.24,3.0,0.0
365,20201231,78.24,3.0,0.0
366,20210101,78.24,3.0,0.0
367,20210102,78.24,3.0,0.0
368,20210103,78.24,3.0,0.0
369,20210104,78.24,3.0,0.0
370,20210105,78.24,3.0,0.0
371,20210106,78.24,3.0,0.0
372,20210107,78.24,3.0,0.0
373,20210108,78.24,3.0,0.0
374,20210109,78.24,3.0,0.0
375,20210110,78.24,3.0,0.0
376,20210111,78.24,3.0,0.0
377,20210112,78.24,3.0,0.0
378,20210113,78.24,3.0,0.0
379,20210114,78.24,3.0,0.0
380,20210115,78.24,3.0,0.0
381,20210116,78.24,3.0,0.0
382,20210117,78.24,3.0,0.0
383,20210118,78.24,3.0,0.0
384,20210119,78.24,3.0,0.0
385,20210120,78.24,3.0,0.0
386,20210121,78.24,3.0,0.0
387,20210122,78.24,3.0,0.0
388,20210123,78.24,3.0,0.0
389,20210124,78.24,3.0,0.0
390,20210125,78.24,3.0,0.0
391,20210126,78.24,3.0,0.0
392,20210127,78.24,3.0,0.0
393,20210128,78.24,3.0,0.0
394,20210129,78.24,3.0,0.0
395,20210130,78.24,3.0,0.0
396,20210131,78.24,3.0,0.0
397,20210201,78.24,3.0,0.0
398,20210202,78.24,3.0,0.0
399,20210203,78.24,3.0,0.0
400,20210204,78.24,3.0,0.0
401,20210205,78.24,3.0,0.0
402,20210206,78.24,3.0,0.0
403,20210207,78.24,3.0,0.0
404,20210208,78.24,3.0,0.0
405,20210209,78.24,3.0,0.0
406,20210210,78.24,3.0,0.0
407,20210211,78.24,3.0,0.0
408,20210212,78.24,3.0,0.0
409,20210213,78.24,3.0,0.0
410,20210214,78.24,3.0,0.0
411,20210215,78.24,3.0,0.0
412,20210216,78.24,3.0,0.0
413,20210217,78.24,3.0,0.0
414,20210218,78.24,3.0,0.0
415,20210219,78.24,3.0,0.0
416,20210220,78.24,3.0,0.0
417,20210221,78.24,3.0,0.0
418,20210222,61.57,1.0,0.0
419,20210223,61.57,1.0,0.0
420,20210224,61.57,1.0,0.0
421,20210225,61.57,1.0,0.0
422,20210226,61.57,1.0,0.0
423,20210227,61.57,1.0,0.0
424,20210228,61.57,1.0,0.0
425,20210301,56.02,1.0,0.0
426,20210302,56.02,1.0,0.0
427,20210303,56.02,1.0,0.0
428,20210304,56.02,1.0,0.0
429,20210305,56.02,1.0,0.0
430,20210306,56.02,1.0,0.0
431,20210307,56.02,1.0,0.0
432,20210308,56.02,1.0,0.0
433,20210309,56.02,1.0,0.0
434,20210310,56.02,1.0,0.0
435,20210311,56.02,1.0,0.0
436,20210312,56.02,1.0,0.0
437,20210313,56.02,1.0,0.0
438,20210314,56.02,1.0,0.0
439,20210315,51.39,1.0,0.0
440,20210316,51.39,1.0,0.0
441,20210317,51.39,1.0,0.0
442,20210318,51.39,1.0,0.0
443,20210319,51.39,1.0,0.0
444,20210320,51.39,1.0,0.0
445,20210321,51.39,1.0,0.0
446,20210322,51.39,1.0,0.0
447,20210323,51.39,1.0,0.0
448,20210324,51.39,1.0,0.0
449,20210325,51.39,1.0,0.0
450,20210326,51.39,1.0,0.0
451,20210327,51.39,1.0,0.0
452,20210328,51.39,1.0,0.0
453,20210329,44.44,1.0,0.0
454,20210330,44.44,1.0,0.0
455,20210331,50.0,1.0,0.0
456,20210401,50.0,1.0,0.0
457,20210402,50.0,1.0,0.0
458,20210403,50.0,1.0,0.0
459,20210404,50.0,1.0,0.0
460,20210405,78.24,3.0,0.0
461,20210406,78.24,3.0,0.0
462,20210407,78.24,3.0,0.0
463,20210408,78.24,3.0,0.0
464,20210409,78.24,3.0,0.0
465,20210410,78.24,3.0,0.0
466,20210411,78.24,3.0,0.0
467,20210412,78.24,3.0,0.0
468,20210413,78.24,3.0,0.0
469,20210414,78.24,3.0,0.0
470,20210415,78.24,3.0,0.0
471,20210416,78.24,3.0,0.0
472,20210417,78.24,3.0,0.0
473,20210418,78.24,3.0,0.0
474,20210419,78.24,3.0,0.0
475,20210420,78.24,3.0,0.0
476,20210421,78.24,3.0,0.0
477,20210422,78.24,3.0,0.0
478,20210423,78.24,3.0,0.0
479,20210424,78.24,3.0,0.0
480,20210425,78.24,3.0,0.0
481,20210426,78.24,3.0,0.0
482,20210427,78.24,3.0,0.0
483,20210428,78.24,3.0,0.0
484,20210429,78.24,3.0,0.0
485,20210430,78.24,3.0,0.0
486,20210501,78.24,3.0,0.0
487,20210502,78.24,3.0,0.0
488,20210503,78.24,3.0,0.0
489,20210504,67.13,1.0,0.0
490,20210505,67.13,1.0,0.0
491,20210506,63.43,1.0,0.0
492,20210507,63.43,1.0,0.0
493,20210508,63.43,1.0,0.0
494,20210509,63.43,1.0,0.0
495,20210510,63.43,1.0,0.0
496,20210511,63.43,1.0,0.0
497,20210512,61.57,1.0,0.0
498,20210513,61.57,1.0,0.0
499,20210514,67.13,3.0,0.0
500,20210515,67.13,3.0,0.0
501,20210516,68.98,3.0,0.0
502,20210517,68.98,3.0,0.0
503,20210518,68.98,3.0,0.0
504,20210519,68.98,3.0,0.0
505,20210520,68.98,3.0,0.0
506,20210521,68.98,3.0,0.0
507,20210522,68.98,3.0,0.0
508,20210523,68.98,3.0,0.0
509,20210524,68.98,3.0,0.0
510,20210525,68.98,3.0,0.0
511,20210526,68.98,3.0,0.0
512,20210527,68.98,3.0,0.0
513,20210528,68.98,3.0,0.0
514,20210529,66.2,2.0,0.0
515,20210530,66.2,2.0,0.0
516,20210531,66.2,2.0,0.0
517,20210601,66.2,2.0,0.0
518,20210602,66.2,2.0,0.0
519,20210603,66.2,2.0,0.0
520,20210604,66.2,2.0,0.0
521,20210605,66.2,2.0,0.0
522,20210606,66.2,2.0,0.0
523,20210607,66.2,2.0,0.0
524,20210608,66.2,2.0,0.0
525,20210609,66.2,2.0,0.0
526,20210610,66.2,2.0,0.0
527,20210611,69.91,2.0,0.0
528,20210612,69.91,2.0,0.0
529,20210613,69.91,2.0,0.0
530,20210614,69.91,2.0,0.0
531,20210615,78.24,2.0,0.0
532,20210616,78.24,2.0,0.0
533,20210617,78.24,2.0,0.0
534,20210618,78.24,2.0,0.0
535,20210619,78.24,2.0,0.0
536,20210620,78.24,2.0,0.0
537,20210621,78.24,2.0,0.0
538,20210622,78.24,2.0,0.0
539,20210623,78.24,2.0,0.0
540,20210624,74.54,2.0,0.0
541,20210625,74.54,2.0,0.0
542,20210626,74.54,2.0,0.0
543,20210627,74.54,2.0,0.0
544,20210628,74.54,2.0,0.0
545,20210629,74.54,2.0,0.0
546,20210630,74.54,2.0,0.0
547,20210701,74.54,2.0,0.0
548,20210702,68.98,2.0,0.0
549,20210703,68.98,2.0,0.0
550,20210704,68.98,2.0,0.0
551,20210705,68.98,2.0,0.0
552,20210706,68.98,2.0,0.0
553,20210707,81.94,3.0,0.0
554,20210708,81.94,3.0,0.0
555,20210709,81.94,3.0,0.0
556,20210710,81.94,3.0,0.0
557,20210711,81.94,3.0,0.0
558,20210712,81.94,3.0,0.0
559,20210713,81.94,3.0,0.0
560,20210714,81.94,3.0,0.0
561,20210715,81.94,3.0,0.0
562,20210716,81.94,3.0,0.0
563,20210717,81.94,3.0,0.0
564,20210718,81.94,3.0,0.0
565,20210719,81.94,3.0,0.0
566,20210720,70.83,3.0,0.0
567,20210721,70.83,3.0,0.0
568,20210722,70.83,3.0,0.0
569,20210723,70.83,3.0,0.0
570,20210724,70.83,3.0,0.0
571,20210725,70.83,3.0,0.0
572,20210726,70.83,3.0,0.0
573,20210727,70.83,3.0,0.0
574,20210728,70.83,3.0,0.0
575,20210729,70.83,3.0,0.0
576,20210730,70.83,3.0,0.0
577,20210731,70.83,3.0,0.0
578,20210801,70.83,3.0,0.0
579,20210802,70.83,3.0,0.0
580,20210803,70.83,3.0,0.0
581,20210804,70.83,3.0,0.0
582,20210805,70.83,3.0,0.0
583,20210806,70.83,3.0,0.0
584,20210807,70.83,3.0,0.0
585,20210808,70.83,3.0,0.0
586,20210809,70.83,3.0,0.0
587,20210810,70.83,3.0,0.0
588,20210811,70.83,3.0,0.0
589,20210812,70.83,3.0,54.5
590,20210813,70.83,3.0,54.5
591,20210814,70.83,3.0,54.5
592,20210815,70.83,3.0,54.5
593,20210816,70.83,3.0,54.5
594,20210817,70.83,3.0,54.5
595,20210818,70.83,3.0,54.5
596,20210819,70.83,3.0,54.5
597,20210820,70.83,3.0,54.5
